"wv_mr","pp_o3","alt","o3_mr","pressure","temperature"
3480,4.7057,1.954,0.0584,806.2,16.08
3470,4.7416,1.966,0.0589,805.67,15.94
3460,4.7734,1.971,0.0593,805.17,15.92
3440,4.7814,1.971,0.0594,804.61,15.79
3460,4.8331,1.976,0.0601,804.02,15.77
3420,4.8411,1.982,0.0603,803.38,15.73
3410,4.7695,1.987,0.0594,802.79,15.72
3450,4.6899,1.993,0.0585,802.26,15.69
3530,4.7217,2,0.0589,801.75,15.57
3460,4.7973,2.007,0.0599,801.28,15.55
3430,4.8411,2.012,0.0605,800.76,15.54
3470,4.849,2.02,0.0606,800.29,15.5
3500,4.8172,2.026,0.0602,799.78,15.48
3480,4.7695,2.026,0.0597,799.3,15.35
3550,4.7456,2.031,0.0594,798.8,15.32
3510,4.7655,2.037,0.0597,798.35,15.21
3510,4.7734,2.042,0.0598,797.99,15.19
3540,4.7933,2.047,0.0601,797.54,15.18
3510,4.8291,2.051,0.0606,797.14,15.05
3480,4.8649,2.056,0.0611,796.69,15.05
3510,4.8649,2.06,0.0611,796.15,15.1
3440,4.8291,2.069,0.0607,795.62,14.97
3410,4.7535,2.075,0.0598,795.07,14.97
3450,4.7774,2.075,0.0601,794.42,14.84
3520,4.8172,2.082,0.0607,793.85,14.81
3510,4.8172,2.088,0.0607,793.28,14.78
3490,4.8291,2.094,0.0609,792.74,14.75
3490,4.8092,2.1,0.0607,792.21,14.65
3340,4.7535,2.106,0.06,791.72,14.65
3080,4.7655,2.111,0.0602,791.26,14.71
2800,4.8371,2.117,0.0612,790.78,14.67
2230,4.8609,2.126,0.0615,790.28,14.92
1800,4.8967,2.131,0.062,789.76,14.92
1590,4.9087,2.131,0.0622,789.14,14.94
1510,4.8729,2.137,0.0618,788.58,14.96
1270,4.8132,2.144,0.0611,787.96,15.04
1080,4.8689,2.152,0.0618,787.48,15.08
895,4.9723,2.159,0.0632,786.96,15.13
683,5.028,2.164,0.0639,786.47,15.18
572,5.0797,2.169,0.0646,785.99,15.19
474,5.1513,2.173,0.0656,785.45,15.21
310,5.1672,2.184,0.0658,784.89,15.28
257,5.1077,2.191,0.0651,784.34,15.26
320,5.1601,2.191,0.0658,783.74,15.22
307,5.2322,2.197,0.0668,783.18,15.11
248,5.2924,2.204,0.0676,782.71,15.13
283,5.3324,2.209,0.0682,782.27,15.07
313,5.3523,2.214,0.0685,781.72,14.94
270,5.3881,2.219,0.069,781.17,14.94
205,5.4279,2.224,0.0695,780.67,14.94
118,5.4956,2.23,0.0704,780.22,14.99
15.3,5.5672,2.241,0.0714,779.65,15.01
-32.7,5.611,2.246,0.072,779.1,14.92
-39.2,5.6309,2.246,0.0723,778.48,14.9
-78.3,5.6508,2.252,0.0726,777.89,14.88
-51.9,5.6388,2.259,0.0725,777.26,14.76
-58.3,5.5791,2.267,0.0718,776.68,14.75
-73.5,5.6189,2.274,0.0724,776.19,14.75
-73.5,5.7105,2.281,0.0736,775.67,14.73
-66.9,5.8139,2.287,0.075,775.13,14.71
-70.8,5.8617,2.292,0.0757,774.62,14.59
-70.3,5.9055,2.301,0.0763,774.18,14.48
-83.5,5.9492,2.307,0.0769,773.61,14.55
-74.9,5.9253,2.307,0.0766,773.14,14.53
-72.7,5.8657,2.312,0.0759,772.68,14.5
-72.3,5.9015,2.318,0.0764,772.19,14.41
-72.2,6.001,2.324,0.0778,771.75,14.39
-80.2,6.0646,2.328,0.0786,771.29,14.28
-67.4,6.0686,2.332,0.0787,770.71,14.24
-84.3,6.0487,2.337,0.0785,770.22,14.23
-62.9,5.9771,2.343,0.0777,769.73,14.14
-63.2,5.9333,2.355,0.0771,769.29,14.21
-69.1,6.001,2.36,0.078,768.88,14.1
-71.1,6.0726,2.36,0.079,768.46,14.08
-54,6.0606,2.365,0.0789,768.09,13.98
-58.5,6.0726,2.368,0.0791,767.71,14.06
-68.5,6.1641,2.373,0.0803,767.27,13.94
-62.2,6.1959,2.377,0.0808,766.83,13.92
-53.9,6.1721,2.382,0.0805,766.38,13.9
-45.3,6.1243,2.386,0.08,765.84,13.8
-57.6,6.1044,2.392,0.0798,765.35,13.77
-57.6,6.1761,2.403,0.0807,764.98,13.75
-61.3,6.2198,2.407,0.0814,764.47,13.65
-78.1,6.2079,2.407,0.0812,764.05,13.72
-67.4,6.2158,2.412,0.0814,763.6,13.62
-49,6.2517,2.417,0.0819,763.12,13.6
-50.8,6.2636,2.422,0.0821,762.65,13.51
